#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
m1races;A Day At The Races (Maygay) (M1A/B) (set 1);mame;;199?;Maygay;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
mag_day;A Day In Space (31/03/87);mame;;1987;EFO SA / Cedar;Shooter / Flying Horizontal;2;90;joystick (8-way),joystick (8-way);imperfect;1;raster;cedmag;;2P alt;3;;;;
m5fewmor;A Few Dollars More (Empire) (MPU5) (v0.2, set 1);mame;;199?;Empire;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
m5wonga;A Fish Called Wonga (Empire) (MPU5);mame;;199?;Empire;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
sc4nmare;A Nightmare On Elm Street (Bellfruit) (Scorpion 4) (set 1);mame;;200?;BFM;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
sc5nmare;A Nightmare On Elm Street (Bellfruit) (Scorpion 5) (set 1);mame;;200?;BFM;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
qos;A Question of Sport (set 1, 39-960-107);mame;;1992;BFM;Quiz / Questions in English;1;0;joystick (8-way);imperfect;1;raster;;;1P;10;;;;
aplan;A-Plan;mame;;1993;WeaShing H.K.;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;;;???;10;;;;
ad2083;A. D. 2083;mame;;1983;Midcoin;Shooter / Field;1;90;joystick (8-way);imperfect;1;raster;;;2P alt;2;;;;
abcop;A.B. Cop (World) (FD1094 317-0169b);mame;;1990;Sega;Driving / Motorbike;1;0;paddle,pedal;good;1;raster;;;1P;1;;;;
agsoccer;A.G. Soccer Ball (R18u, 2.5L sound);mame;;1991;Alvin G;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;74;;;;
lft1510;A1510 186 User Processor;mame;;1986;L/F Technologies;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
a2autokbd;a2autokbd;mame;;;;;;;;;;;;;;;;;;
a2sic;a2sic;mame;;;;System / Device;;;;;;;;;;;;;;
a5120;A5120;mame;;1982;VEB Robotron;Computer / Business - Terminal;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
a7150;A7150;mame;;1986;VEB Robotron;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
ar_argh;Aaargh (Arcadia);mame;;1988;Arcadia Systems;Platform / Fighter;2;0;joystick (8-way),joystick (8-way);good;1;raster;ar_bios;;2P sim;2;;;;
pegasus;Aamber Pegasus;mame;;1981;Technosys;Computer / Home System;1;0;keyboard;good;1;raster;;;Non-arcade;61;;;;
aar_101;Aaron Spelling (1.01);mame;;1992;Data East;Electromechanical / Pinball;1;0;keypad;preliminary;1;raster;;;Pinball;58;;;;
abpi4;AB-PI4 / AB-PI4T (SiS 85C496/85C497);mame;;1995;ABit;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
abpm4;AB-PM4 (SiS 85C496/85C497);mame;;1995;ABit;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
abpv4;AB-PV4 (SiS 85C496/85C497);mame;;1995;ABit;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
abacus;Abacus (Ver 1.0);mame;;2001;Nazionale Elettronica;Gambling / Misc.;1;0;;preliminary;1;raster;;;???;;;;;
abc1600;ABC 1600;mame;;1985;Luxor;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
abc80;ABC 80;mame;;1978;Luxor Datorer AB;Computer / Home System;1;0;keyboard;imperfect;1;raster;;;Non-arcade;73;;;;
abc800c;ABC 800 C/HR;mame;;1981;Luxor Datorer AB;Computer / Business - Terminal;1;0;keyboard;good;1;raster;;;Non-arcade;76;;;;
abc802;ABC 802;mame;;1983;Luxor Datorer AB;Computer / Business - Terminal;1;0;keyboard;good;1;raster;;;Non-arcade;63;;;;
abc806;ABC 806;mame;;1983;Luxor Datorer AB;Computer / Business - Terminal;1;0;keyboard;good;1;raster;;;Non-arcade;77;;;;
abcheck;Abnormal Check;mame;;1996;Namco;Quiz / Questions in Japanese;3;0;only_buttons,only_buttons,only_buttons;preliminary;1;raster;;;3P sim;2;;;;
m4abra;Abracadabra (BWB) (MPU4) (20/25/30p stake / £10/£15 jackpot) (set 1);mame;;199?;BWB;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
sc4abra;Abracadabra (Qps) (Scorpion 4) (set 1, 041);mame;;200?;Qps;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
abunai;Abunai Houkago - Mou Matenai (Japan 890325);mame;;1989;Green Soft;Tabletop / Hanafuda * Mature *;2;0;mahjong,hanafuda,mahjong,hanafuda;good;1;raster;;;1P;1;;;;
amhbattl;Acchi Muite Hoi Battle (Japan, ver 1.04);mame;;2006;Amuzy Corporation;Medal Game / Stone-Scissor-Paper;1;0;;preliminary;1;raster;;;???;;;;;
accord;Accord;mame;;1987;Novag Industries / Intelligent Heuristic Programming;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;8;;;;
ace;Ace;mame;;1976;Allied Leisure;Shooter / Field;2;0;joystick (2-way),joystick (2-way);preliminary;1;raster;;;2P sim;1;;;;
aceattac;Ace Attacker (FD1094 317-0059);mame;;1988;Sega;Sports / Volleyball;4;270;positional,trackball,joystick (analog),positional,pedal,trackball,joystick (analog),pedal;good;1;raster;;;2P sim;1;;;;
m3acech;Ace Chase (BWB) (MPU3);mame;;198?;BWB;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
m4acechs;Ace Chase (BWB) (MPU4) (AE5 2.0, set 1);mame;;199?;BWB;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
acedriv3;Ace Driver 3: Final Turn;mame;;2008;Namco;Driving / Race 1st Person;0;0;;preliminary;1;raster;sys246;;???;;;;;
acedrive;Ace Driver: Racing Evolution (World, AD2);mame;;1994;Namco;Driving / Race 1st Person;2;0;joystick (vertical2-way),paddle,pedal,joystick (8-way);imperfect;1;raster;;;1P;4;;;;
victlap;Ace Driver: Victory Lap (World, ADV2 Ver.B);mame;;1996;Namco;Driving / Race (chase view);2;0;joystick (vertical2-way),paddle,pedal,joystick (8-way);imperfect;1;raster;;;1P;4;;;;
epo_tenn;Ace Kimeruze! Excite Tennis (Japan);mame;;2002;Epoch / SSD Company LTD;Handheld / Plug n' Play TV Game / Tennis;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
j6aceclb;Ace Of Clubs (Crystal) (IMPACT, GND D 4);mame;;199?;Crystal;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;1P;10;;;;
m5aceclb;Ace Of Clubs (Empire) (MPU5, set 1);mame;;199?;Empire;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
ace80;ace80;mame;;;;;;;;;;;;;;;;;;
aceex2814;Aceex 2814;mame;;1995;Aceex Corporation;Utilities / Modem;0;;;preliminary;0;;;;Non-arcade;;;;;
j6acehi;Aces High (Ace) (IMPACT);mame;;199?;Ace;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;9;;;;
sc4acesh;Aces High (Mazooma) (Scorpion 4) (set 1);mame;;200?;Mazooma;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
aa3010;Acorn A3010;mame;;1992;Acorn Computers;Computer / Home System;3;0;joystick (8-way),keyboard,joystick (8-way),mouse;preliminary;1;raster;;;Non-arcade;1;;;;
aa500;Acorn A500 Development System;mame;;1986;Acorn Computers;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;106;;;;
aa5000;Acorn A5000;mame;;1991;Acorn Computers;Computer / Home System;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;106;;;;
aa680;Acorn A680 UNIX Evaluation System;mame;;1988;Acorn Computers;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;106;;;;
accomm;Acorn Communicator;mame;;1986;Acorn Computers;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;90;;;;
electron;Acorn Electron;mame;;1983;Acorn Computers;Computer / Home System;2;0;joystick (analog),keyboard,joystick (analog);imperfect;1;raster;;;Non-arcade;1;;;;
am4;Acorn M4;mame;;1988;Acorn Computers;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;106;;;;
acrnsys1;Acorn System 1;mame;;1979;Acorn Computers;Computer / Home System;1;;keyboard;good;0;;;;Non-arcade;26;;;;
acrnsys3;Acorn System 3 (6502 CPU);mame;;1980;Acorn Computers;Computer / Home System;1;0;keyboard;good;1;raster;;;Non-arcade;62;;;;
acrnsys5;Acorn System 5;mame;;1982;Acorn Computers;Computer / Home System;1;0;keyboard;good;1;raster;;;Non-arcade;62;;;;
acr20;ACR-20 Digital Accompaniment Center;mame;;199?;Kawai Musical Instruments Manufacturing;Musical Instrument Accessory / MIDI Sound Generator;0;;;preliminary;0;;;;Non-arcade;;;;;
acrobatm;Acrobat Mission;mame;;1991;UPL (Taito license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
dogfgt;Acrobatic Dog-Fight;mame;;1984;Technos Japan;Shooter / Flying;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
altos586;ACS586;mame;;1984;Altos Computer Systems;Computer / Development System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
altos8600;ACS8600;mame;;1981;Altos Computer Systems;Computer / Business - Terminal;1;0;keyboard;good;1;raster;;;Non-arcade;73;;;;
nss_actr;Act Raiser (Nintendo Super System);mame;;1992;Enix;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;nss;;1P;13;;;;
act5a;ACT-5A;mame;;1980;Micro-Term;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;87;;;;
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 3);mame;;1989;Data East Corporation;Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;2;;;;
act2000;Action 2000 (Version 3.5E Dual);mame;;1999;Amcoe;Gambling / Multiplay;1;0;gambling;good;1;raster;;;1P;9;;;;
m4actbnk;Action Bank (Barcrest) (MPU4) (ACT 0.7);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
m4actclb;Action Club (Barcrest) (MPU4) (ABV 1.9);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
afighter;Action Fighter (FD1089A 317-0018);mame;;1986;Sega;Shooter / Misc. Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
actionhw;Action Hollywood;mame;;1995;TCH / Proyesel;Maze / Change Surface;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;3;;;;
m4actnot;Action Note (Barcrest) (MPU4) (AN 1.2);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
m4actpak;Action Pack (Barcrest) (MPU4) (AP 0.4);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
actionf2;actionf2;mame;;;;;;;;;;;;;;;;;;
sc1actv8;Active 8 (Dutch) (Bellfruit) (Scorpion 1);mame;;198?;BFM/ELAM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;15;;;;
adam;Adam;mame;;1982;Coleco;Computer / Home System;1;0;joystick (8-way),keypad,keyboard;good;1;raster;;;Non-arcade;2;;;;
hohnadam;ADAM Advanced Digital/Analog Musical Instrument;mame;;1994;Hohner;Musical Instrument / Synthesizer;0;;;preliminary;0;;;;Non-arcade;;;;;
adcanoe;adcanoe;mame;;;;Sports / Canoe;;;;;;;;;;;;;;
j2adnote;Add A Note (JPM) (MPS, set 1);mame;;198?;JPM;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
m5addams;Addams Family (Barcrest) (MPU5) (v0.5, set 1);mame;;199?;Barcrest;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
afv_l4;Addams Family Values (Coin Dropper L-4);mame;;1993;Williams;Misc. / Coin Pusher;1;0;keypad;preliminary;1;lcd;;;Pinball;73;;;;
m4addrd;Adders & Ladders (Barcrest) (Dutch) (MPU4) (DAL 1.2);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
m5addlad;Adders & Ladders (Barcrest) (MPU5, v0.6, set 1);mame;;199?;Barcrest;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
m4addrcc;Adders & Ladders Classic Club (Barcrest) (MPU4) (ADC 1.1);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
v4addlad;Adders and Ladders (v2.1) (MPU4 Video);mame;;1989;Barcrest;Quiz / Questions in English;1;0;only_buttons;imperfect;1;raster;v4bios;;1P;9;;;;
addocalc;Addometer Calculator;mame;;1980;Addometer Company;Calculator / Pocket Calculator;1;;keypad;good;0;;;;Non-arcade;24;;;;
adds2020;ADDS 2020;mame;;1986;Applied Digital Data Systems;Computer / Business - Terminal;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
adm12;ADM 12 Video Display Terminal;mame;;1984;Lear Siegler;Computer / Business - Terminal;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
adm23;ADM 23 Smart Terminal;mame;;1982;Lear Siegler;Computer / Business - Terminal;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
adm36;ADM 36 Video Display Terminal;mame;;1981;Lear Siegler;Computer / Business - Terminal;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
adm31;ADM-31 Data Display Terminal;mame;;1978;Lear Siegler;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;90;;;;
adonisa6;Adonis (0151178, US);mame;;2005;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
adonis;Adonis (0200751V, NSW/ACT);mame;;1999;Aristocrat;Slot Machine / Video Slot;1;0;keypad,gambling;preliminary;1;raster;aristmk5;;1P;15;;;;
sc4adren;Adrenalin (Mazooma) (Scorpion 4) (set 1);mame;;200?;Mazooma;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
adults;Adults Only (Ukraine, V. 43.23);mame;;2003;Extrema;Slot Machine / Video Slot * Mature *;0;;;preliminary;0;;;;???;;;;;
bridgeca;Advanced Bridge Challenger;mame;;1979;Fidelity Electronics;Board Game / Bridge Machine;1;;keypad;imperfect;0;;;;Non-arcade;32;;;;
beena;Advanced Pico BEENA;mame;;2005;Sega Toys;Game Console / Home Videogame;1;0;double joystick,lightgun,positional;imperfect;1;raster;;;Non-arcade;6;;;;
ast6000;Advantage! 6050d/6066d;mame;;1994;AST;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
ast611;Advantage! 610/611;mame;;1994;AST;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);mame;;1990;Capcom;Quiz / Questions in Japanese;2;0;only_buttons,only_buttons;good;1;raster;;;2P sim;4;;;;
cworld2j;Adventure Quiz Capcom World 2 (Japan 920611);mame;;1992;Capcom;Quiz / Questions in Japanese;2;0;only_buttons,only_buttons;good;1;raster;;;2P sim;4;;;;
advision;Adventure Vision;mame;;1982;Entex;Game Console / Home Videogame;1;0;joystick (4-way);imperfect;1;raster;;;Non-arcade;4;;;;
rab_320;Adventures of Rocky and Bullwinkle and Friends (USA 3.20, display A3.00);mame;;1993;Data East;Electromechanical / Pinball;1;0;keypad;preliminary;1;raster;;;Pinball;58;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);mame;;1992;Video System Co.;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
sonicwi2;Aero Fighters 2 / Sonic Wings 2;mame;;1994;Video System Co.;Shooter / Flying Vertical;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
sonicwi3;Aero Fighters 3 / Sonic Wings 3;mame;;1995;Video System Co.;Shooter / Flying Vertical;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
aerofgts;Aero Fighters Special (USA);mame;;1996;McO'River, Inc.;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;coh1002v;;2P sim;2;;;;
aftor;Af-Tor;mame;;1984;Wico;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;51;;;;
aadvent;African Adventure (Konami Endeavour, Russia);mame;;200?;Konami;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;konendev;;???;21;;;;
aduskcm;African Dusk - Mr. Cashman (20006711, NSW/ACT);mame;;2001;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
aburner;After Burner;mame;;1987;Sega;Shooter / Flying (chase view);1;0;joystick (analog);good;1;raster;;;1P;2;;;;
mt_aftrb;After Burner (Mega-Tech, SMS based);mame;;1987;Sega;Shooter / Flying (chase view);2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;;???;3;;;;
abclimax;After Burner Climax (Export);mame;;2006;Sega;Shooter / Flying (chase view);1;0;;preliminary;1;raster;lindbios;;1P;;;;;
aburner2;After Burner II;mame;;1987;Sega;Shooter / Flying (chase view);1;0;joystick (analog);good;1;raster;;;1P;2;;;;
afterhrs;After Hours (0251071, US);mame;;2004;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
m5ashock;Aftershock (Barcrest - Red Gaming) (MPU5, v1.2);mame;;199?;Barcrest / Red Gaming;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
aftrshok;Aftershock (Lazer-Tron, set 1);mame;;19??;Lazer-Tron;Electromechanical / Lightgun Shooter;1;;;preliminary;0;;;;???;;;;;
m4aao;Against All Odds (Eurotek) (MPU4);mame;;1999;DJE / Eurotek;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
agat7;Agat-7;mame;apple2;1983;Agat;Computer / Home System;2;0;joystick (analog),keyboard,joystick (analog);imperfect;1;raster;apple2;;Non-arcade;2;;;;
agat9;Agat-9;mame;apple2;1988;Agat;Computer / Home System;2;0;joystick (analog),keyboard,joystick (analog);preliminary;1;raster;apple2;;Non-arcade;2;;;;
aoh;Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07);mame;;2001;Unico;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;4;;;;
superbon;Agent Super Bond (Super Cobra conversion, encrypted);mame;;1985;Signatron USA;Maze / Shooter Small;1;90;joystick (8-way);preliminary;1;raster;;;2P alt;2;;;;
agent777;Agents 777;mame;;1984;Game Plan;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;36;;;;
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008 ~ ADH-008);mame;;1994;ADK / SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
agress;Agress - Missile Daisenryaku (Japan);mame;;1991;Palco;Puzzle / Sliding;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
agro;agro;mame;;;;Redemption Game / Reaction;;;;;;;;;;;;;;
agvision;AgVision;mame;;1979;Elanco;Computer / Home System;1;0;keyboard;good;1;raster;;;Non-arcade;53;;;;
koshien;Ah Eikou no Koshien (Japan);mame;;1990;Taito Corporation;Sports / Baseball;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
aha2940;aha2940;mame;;;;System / Device;;;;;;;;;;;;;;
segaai;AI;mame;;1986;Sega;Computer / Home System;1;0;joystick (8-way),lightgun;preliminary;1;raster;;;Non-arcade;4;;;;
epo_epp3;Ai-chan ni Chousen! Excite Ping Pong (Japan);mame;;2006;Epoch / SSD Company LTD;Handheld / Plug n' Play TV Game / Ping Pong;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
aimode;Ai-mode - Pet Shiiku (Japan);mame;;1999;Nichibutsu/eic;Tabletop / Mahjong;2;0;mahjong,gambling,mahjong;preliminary;1;raster;nichidvd;;???;26;;;;
aid80f;AID-80F Development System;mame;;1978;Mostek;Computer / Business - Terminal;0;;;preliminary;0;;;;Non-arcade;;;;;
aim65;AIM 65;mame;;1977;Rockwell;Computer / Development System;2;0;keyboard,keyboard;good;2;raster;;;Non-arcade;55;;;;
aim65_40;AIM-65/40;mame;;1981;Rockwell;Computer / Development System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
airass;Air Assault (World);mame;;1993;Irem;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
airattck;Air Attack (set 1);mame;;1996;Comad;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
airbustr;Air Buster: Trouble Specialty Raid Unit (World);mame;;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
aircomb;Air Combat (AC2, US);mame;;1992;Namco;Shooter / Flying (chase view);1;0;joystick (analog);preliminary;1;raster;;;1P;6;;;;
airco22b;Air Combat 22 (Japan, ACS1 Ver.B);mame;;1995;Namco;Shooter / Flying (chase view);1;0;joystick (analog);imperfect;1;raster;;;1P;2;;;;
airduel;Air Duel (World, M82 hardware);mame;;1990;Irem;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;4;;;;
agallet;Air Gallet (Europe);mame;;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
dynamoah;Air Hockey (6.12?, encrypted);mame;;199?;Dynamo;Electromechanical / Hockey Table;0;;;preliminary;0;;;;???;;;;;
ainferno;Air Inferno (World);mame;;1990;Taito Corporation Japan;Shooter / Flying 1st Person;2;0;only_buttons,joystick (analog);preliminary;1;raster;;;1P;6;;;;
airrace;Air Race (prototype);mame;;1985;Atari Games;Driving / Plane;1;0;double joystick,joystick (analog);imperfect;1;raster;;;1P;6;;;;
airraid;Air Raid (Single PCB);mame;;1987;Seibu Kaihatsu;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);preliminary;1;raster;;;???;2;;;;
arescue;Air Rescue (World);mame;;1992;Sega;Shooter / Flying 1st Person;2;0;joystick (analog),joystick (analog);imperfect;2;raster;;;2P sim;2;;;;
airtrix;Air Trix (Rev A);mame;;2000;Sega / Hitmaker;Sports / Skateboarding;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;hikaru;;1P;6;;;;
airwlkrs;Air Walkers;mame;;1997;Data East Corporation;Sports / Basketball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;;;4P sim;3;;;;
airblsjs;Air-Blaster Joystick (AB1500, PAL);mame;;2005;Advance Bright Ltd;Handheld / Plug n' Play TV Game / Shoot 'em Up;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;3;;;;
airbase99;AiRBase 99;mame;;1998;JoMoX;Musical Instrument / Drum Machine;0;0;;preliminary;1;lcd;;;Non-arcade;;;;;
abv106;Airborne (1.6);mame;;1996;Capcom;Electromechanical / Pinball;0;;;preliminary;0;;;;Pinball;;;;;
aavenger;Airborne Avenger;mame;;1977;Atari;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;38;;;;
alpilotj;Airline Pilots (Japan, Rev A);mame;;1999;Sega;Driving / Plane;1;0;joystick (analog),positional;preliminary;1;raster;naomi;;1P;3;;;;
alpilot;Airline Pilots (World, Rev B);mame;;1999;Sega;Driving / Plane;1;0;joystick (analog),positional;preliminary;1;raster;airlbios;;1P;3;;;;
airwolf;Airwolf;mame;;1987;Kyugo;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
ajax;Ajax;mame;;1987;Konami;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
ajofrin;Ajofrin City;mame;;1981;Recreativos Franco;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
akamj;Aka Mahjong (Double Bet, ver 1 16);mame;;1990;bootleg (Paradise Electronics);Tabletop / Mahjong;2;0;mahjong,gambling,mahjong;good;1;raster;;;1P;26;;;;
